signup_date,city,business_service,customer_rating,last_service_use_date,phone,extra_cost_pct,weekday_pct,avg_use_of_service,avg_extra_cost,service_rating,use_of_service_in_first_30_days,recency,predicted_values,probs
16095,A,1,5,2014-06-29,iPhone,0,66.7,2.88,1,5,1,2,1,[  5.99236495e-21   1.00000000e+00]
16094,W,1,4.5,2014-06-20,iPhone,0,85,1.82,1,4.9,10,11,1,[  6.93607156e-18   1.00000000e+00]
16071,W,1,4.8,2014-06-29,iPhone,7.7,72.3,2.43,1.06,4.9,31,2,1,[  2.88697848e-24   1.00000000e+00]
16099,K,1,5,2014-06-21,iPhone,0,75,1.73,1,4,4,10,1,[  2.40827101e-17   1.00000000e+00]
16077,W,0,5,2014-04-26,Android,0,87.5,1.22,1,4.8,4,66,0,[  1.00000000e+00   8.93961488e-19]
16087,A,0,5,2014-03-25,Android,0,100,0.95,1,5,0,98,0,[  1.00000000e+00   1.27985768e-32]
16097,A,0,5,2014-03-23,Android,0,0,9.55,1,5,0,100,0,[  1.00000000e+00   4.03543718e-38]
16088,W,0,4.8,2014-05-10,iPhone,0,75,5.21,1,5,1,52,0,[  1.00000000e+00   7.37880070e-12]
16079,W,0,4.8,2014-06-15,iPhone,9.1,63.6,1.33,1.03,4.9,17,16,1,[  3.24062771e-13   1.00000000e+00]
16086,W,0,5,2014-04-04,iPhone,20,100,1.76,1.1,5,0,88,0,[  1.00000000e+00   1.67968420e-27]
16087,W,0,4.7,2014-06-30,iPhone,2,64,2.68,1.04,5,17,1,1,[  5.54331826e-22   1.00000000e+00]
16090,A,1,4.9,2014-07-01,iPhone,6.7,66.7,3.48,1.02,4.9,2,0,1,[  1.31344366e-21   1.00000000e+00]
16085,A,0,5,2014-07-01,iPhone,16.7,66.7,2.09,1.21,4.6,0,0,1,[  8.76556106e-21   1.00000000e+00]
16077,K,1,4.8,2014-06-17,iPhone,20,50,7.15,1.2,5,10,14,1,[  3.36295824e-13   1.00000000e+00]
16087,A,0,4.6,2014-05-30,iPhone,0,40,4.58,1,4.7,0,32,0,[ 0.93143535  0.06856465]
16075,W,0,4.2,2014-05-27,iPhone,19,62.1,1.45,1.2,4.5,11,35,0,[  9.99926686e-01   7.33048728e-05]
16094,W,0,5,2014-01-24,Android,0,100,0.82,1,5,1,158,0,[ 1.  0.]
16071,W,1,5,2014-01-02,iPhone,0,100,6.53,1,4.4,5,180,0,[ 1.  0.]
16088,W,0,5,2014-01-19,iPhone,0,0,18.94,1,5,1,163,0,[ 1.  0.]
16077,A,0,4.7,2014-05-01,Android,66.7,100,3.23,1.5,5,0,61,0,[  1.00000000e+00   2.64428360e-16]
16084,A,0,5,2014-01-15,iPhone,0,100,1.8,1,5,2,167,0,[ 1.  0.]
16081,A,0,4.8,2014-04-27,iPhone,0,0,1.59,1,4.8,0,65,0,[  1.00000000e+00   5.00502091e-18]
16088,W,1,4.2,2014-06-29,iPhone,0,0,2.71,1,4.5,5,2,1,[  1.71139057e-18   1.00000000e+00]
16087,A,1,4,2014-05-25,Android,0,20,3.73,1,4.5,1,37,0,[  9.99827623e-01   1.72288594e-04]
16087,A,1,4.5,2014-06-22,iPhone,0,54.5,3.33,1,4.3,2,9,1,[  1.38063575e-15   1.00000000e+00]
16096,A,0,5,2014-01-26,iPhone,0,0,2.45,1,4,1,156,0,[ 1.  0.]
16071,W,0,4.7,2014-06-12,iPhone,0,100,4.05,1,5,0,19,1,[  8.28448692e-13   1.00000000e+00]
16084,W,1,5,2014-04-08,iPhone,0,100,25.06,1,5,0,84,0,[  1.00000000e+00   4.75241318e-27]
16100,A,1,3.8,2014-06-30,iPhone,0,75,18.88,1,4.3,0,1,1,[  4.13743141e-21   1.00000000e+00]
16101,A,0,4.8,2014-06-22,Android,30.8,61.5,3.69,1.19,5,4,9,1,[  2.59656468e-15   1.00000000e+00]
16093,K,0,4,2014-03-29,iPhone,0,0,1.25,1,5,1,94,0,[  1.00000000e+00   1.41792941e-37]
16098,W,1,4.8,2014-06-30,iPhone,5.2,97.4,3.11,1.04,3.9,10,1,1,[  1.93527775e-24   1.00000000e+00]
16088,A,0,4.7,2014-05-04,iPhone,13.3,46.7,2.83,1.2,4.9,1,58,0,[  1.00000000e+00   6.29909211e-13]
16095,A,1,5,2014-06-28,iPhone,23.5,29.4,4.24,1.3,4.3,7,3,1,[  1.15587572e-17   1.00000000e+00]
16079,A,0,5,2014-01-14,iPhone,0,100,1.19,1,4.7,3,168,0,[ 1.  0.]
16097,W,0,5,2014-06-02,iPhone,0,100,4.05,1,5,0,29,1,[ 0.00315286  0.99684709]
16081,A,0,5,2014-05-25,iPhone,20,40,3.13,1.05,4.8,0,37,0,[  9.99829292e-01   1.70729312e-04]
16081,K,1,5,2014-02-13,Android,0,100,13.88,1,5,0,138,0,[ 1.  0.]
16084,A,0,5,2014-01-18,iPhone,0,0,7.34,1,4,1,164,0,[ 1.  0.]
16078,W,0,5,2014-05-14,iPhone,0,100,15.56,1,5,0,48,0,[  1.00000000e+00   9.52165569e-11]
16089,K,0,5,2014-06-26,iPhone,0,71.4,8.75,1,5,4,5,1,[  5.45740358e-20   1.00000000e+00]
16081,A,0,5,2014-06-22,iPhone,50,0,4.73,1.63,5,3,9,1,[  2.32828909e-17   1.00000000e+00]
16090,K,0,5,2014-06-27,iPhone,13.3,93.3,1.56,1.07,5,4,4,1,[  1.36899411e-21   1.00000000e+00]
16073,A,0,4.7,2014-05-24,iPhone,33.3,66.7,4.85,1.25,4,0,38,0,[  9.99998212e-01   1.82199244e-06]
16089,K,0,4.7,2014-01-26,iPhone,0,0,1.31,1,4.3,3,156,0,[ 1.  0.]
16077,W,0,5,2014-05-26,iPhone,0,0,4.85,1,5,0,36,0,[ 0.99570602  0.00429405]
16095,A,0,4.6,2014-05-26,iPhone,0,20,2.49,1,4,0,36,0,[  9.99397278e-01   6.02761633e-04]
16089,W,0,5,2014-01-20,iPhone,0,0,1.7,1,5,1,162,0,[ 1.  0.]
16082,W,1,5,2014-02-18,Android,0,100,6.14,1,4,0,133,0,[ 1.  0.]
16082,A,1,4.8,2014-05-05,iPhone,0,25,5.82,1,5,1,57,0,[  1.00000000e+00   1.01621435e-12]
16092,A,0,5,2014-04-29,Android,0,100,8.35,1,5,2,63,0,[  1.00000000e+00   2.00401973e-17]
16091,A,0,3.5,2014-01-25,iPhone,0,50,1.5,1,5,2,157,0,[ 1.  0.]
16095,W,0,5,2014-01-26,iPhone,0,0,0.24,1,1,1,156,0,[ 1.  0.]
16080,A,0,4.8,2014-06-10,iPhone,0,100,5.18,1,4.6,2,21,1,[  1.89556496e-11   1.00000000e+00]
16075,W,0,5,2014-06-15,iPhone,0,0,0.9,1,5,0,16,1,[  1.44100093e-10   1.00000000e+00]
16076,A,0,4.9,2014-06-15,iPhone,12.5,25,3.06,1.22,4.5,2,16,1,[  1.85138682e-10   1.00000000e+00]
16094,W,1,4,2014-03-30,iPhone,0,0,18.9,1,5,0,93,0,[  1.00000000e+00   4.89856093e-34]
16077,A,1,4.6,2014-01-14,iPhone,12.5,100,2.95,1.06,4,8,168,0,[ 1.  0.]
16080,W,1,4.6,2014-06-30,iPhone,10,26.7,3.07,1.05,3.9,7,1,1,[  2.22906191e-18   1.00000000e+00]
16088,W,0,5,2014-03-27,iPhone,0,50,2.53,1,5,2,96,0,[  1.00000000e+00   9.43038506e-33]
16073,W,0,4.5,2014-03-23,Android,0,0,0.56,1,5,0,100,0,[ 1.  0.]
16076,A,0,5,2014-01-07,iPhone,0,100,31.34,1,4,1,175,0,[ 1.  0.]
16095,W,0,5,2014-01-26,iPhone,100,0,4.07,1.25,4,1,156,0,[ 1.  0.]
16088,A,0,4.9,2014-06-24,iPhone,9.1,36.4,4.93,1.11,5,3,7,1,[  3.15308163e-15   1.00000000e+00]
16093,W,0,5,2014-01-28,iPhone,0,33.3,4.2,1,3.5,3,154,0,[ 1.  0.]
16100,K,1,5,2014-04-30,iPhone,14.3,100,4.37,1.14,5,2,62,0,[  1.00000000e+00   1.25136029e-16]
16087,W,0,5,2014-04-16,Android,0,66.7,30.09,1,5,1,76,0,[  1.00000000e+00   8.16758813e-23]
16080,W,1,4.7,2014-07-01,iPhone,16.7,86.1,2.55,1.18,4.8,3,0,1,[  1.68652630e-22   1.00000000e+00]
16100,K,1,4.9,2014-06-29,iPhone,8.8,52.9,2.22,1.05,4.4,4,2,1,[  2.36328344e-19   1.00000000e+00]
16085,K,0,5,2014-06-13,Android,0,85.7,4.97,1,4.8,1,18,1,[  5.40867698e-13   1.00000000e+00]
16101,W,0,4.8,2014-06-26,Android,10,50,5.16,1.13,4.4,0,5,1,[  1.21470745e-16   1.00000000e+00]
16074,A,1,5,2014-06-05,iPhone,0,100,0.9,1,5,2,26,1,[  1.36525657e-07   9.99999881e-01]
16076,A,0,5,2014-04-18,Android,0,100,1.4,1,5,0,74,0,[  1.00000000e+00   4.15078767e-22]
16079,W,1,5,2014-01-24,Android,0,75,11.71,1,4.9,8,158,0,[ 1.  0.]
16092,A,1,5,2014-03-04,iPhone,0,100,2.87,1,5,0,119,0,[ 1.  0.]
16072,A,0,4.8,2014-06-27,iPhone,11.8,29.4,3.16,1.06,4.7,2,4,1,[  5.27310832e-16   1.00000000e+00]
16077,W,0,4.4,2014-06-29,iPhone,0,42.9,2.68,1,5,0,2,1,[  2.15548399e-18   1.00000000e+00]
16089,W,0,5,2014-01-21,iPhone,0,100,15.49,1,5,1,161,0,[ 1.  0.]
16094,A,0,5,2014-06-29,iPhone,0,0,7.18,1,5,2,2,1,[  3.03892974e-19   1.00000000e+00]
16074,W,1,4.9,2014-06-16,iPhone,2.9,22.9,16.68,1.02,3.4,8,15,1,[  1.33512697e-11   1.00000000e+00]
16095,W,0,5,2014-01-26,Android,50,0,1.95,1.38,5,2,156,0,[ 1.  0.]
16078,K,0,5,2014-06-24,Android,0,75,10.45,1,5,2,7,1,[  8.81223941e-19   1.00000000e+00]
16093,W,0,4.9,2014-06-29,Android,2.5,78.2,9.46,1.01,4.8,16,2,1,[  1.88241814e-22   1.00000000e+00]
16088,W,0,5,2014-02-02,Android,0,0,8.86,1,5,1,149,0,[ 1.  0.]
16100,W,0,4.6,2014-06-08,iPhone,0,40,1.74,1,3,2,23,1,[  4.28556120e-07   9.99999523e-01]
16079,K,0,5,2014-06-28,iPhone,0,50,2.95,1,5,0,3,1,[  5.12353293e-19   1.00000000e+00]
16093,K,0,5,2014-01-23,iPhone,0,100,11.44,1,5,1,159,0,[ 1.  0.]
16086,A,1,4.7,2014-06-30,iPhone,4.2,84.5,3.97,1.03,4.8,8,1,1,[  3.54369792e-23   1.00000000e+00]
16098,W,0,5,2014-01-28,iPhone,0,100,2.32,1,5,2,154,0,[ 1.  0.]
16078,W,0,4.8,2014-06-21,iPhone,10,80,3.25,1.13,4.2,3,10,1,[  7.04801689e-17   1.00000000e+00]
16092,A,1,4.9,2014-05-08,Android,14.3,50,1.52,1.05,4.8,2,54,0,[  1.00000000e+00   2.52833969e-11]
16085,W,0,5,2014-05-04,Android,8.3,83.3,9.38,1.04,4.1,8,58,0,[  1.00000000e+00   2.37555366e-15]
16080,A,0,5,2014-06-10,Android,0,100,6.27,1,5,1,21,1,[  2.06851238e-11   1.00000000e+00]
16079,A,0,5,2014-05-20,iPhone,0,100,2.62,1,5,0,42,0,[  1.00000000e+00   3.05863672e-08]
16083,A,0,5,2014-02-07,iPhone,0,100,16,1,4,2,144,0,[ 1.  0.]
16095,A,0,5,2014-05-26,Android,0,100,4.64,1,5,0,36,0,[  9.99966621e-01   3.33579883e-05]
16071,K,0,5,2014-05-25,iPhone,0,33.3,3.83,1,5,0,37,0,[  9.99789298e-01   2.10734113e-04]
16101,W,0,5,2014-06-05,iPhone,0,100,12.96,1,5,0,26,1,[  1.30339834e-06   9.99998689e-01]
16076,W,0,4.7,2014-01-30,Android,5.9,100,4.64,1.01,5,17,152,0,[ 1.  0.]
16089,W,0,5,2014-05-25,Android,66.7,33.3,2.09,1.17,5,0,37,0,[  9.99950886e-01   4.91440442e-05]
16093,W,0,5,2014-01-26,Android,16.7,33.3,4.07,1.13,4.8,6,156,0,[ 1.  0.]
16075,K,1,4.9,2014-06-30,Android,4.2,89.6,3.28,1.03,4.8,1,1,1,[  4.87398373e-23   1.00000000e+00]
16097,A,0,5,2014-01-27,iPhone,0,100,5.18,1,5,1,155,0,[ 1.  0.]
16081,A,1,4.8,2014-04-16,iPhone,0,80,12.75,1,4.5,3,76,0,[  1.00000000e+00   5.95137619e-23]
16071,K,0,4.8,2014-06-29,iPhone,33.3,33.3,4.59,1.33,5,1,2,1,[  2.15060528e-18   1.00000000e+00]
16093,A,1,5,2014-05-16,iPhone,50,100,3.2,1.25,5,0,46,0,[  1.00000000e+00   2.01840461e-10]
16094,A,0,5,2014-01-25,iPhone,0,0,1.52,1,5,1,157,0,[ 1.  0.]
16081,K,0,5,2014-06-19,iPhone,0,100,2.41,1,5,0,12,1,[  6.22652100e-18   1.00000000e+00]
16090,A,0,5,2014-05-17,iPhone,100,100,1.78,1.75,5,0,45,0,[  1.00000000e+00   2.25772977e-11]
16098,W,1,4.7,2014-06-22,iPhone,11.1,0,1.75,1.03,4.3,0,9,1,[  7.19006831e-14   1.00000000e+00]
16100,W,1,4.7,2014-06-26,iPhone,0,87.5,5.4,1,4.6,4,5,1,[  5.27669701e-21   1.00000000e+00]
16092,W,0,5,2014-01-27,iPhone,0,100,14.91,1,4.5,2,155,0,[ 1.  0.]
16091,K,1,5,2014-06-21,iPhone,0,60,3.97,1,4.8,1,10,1,[  5.02001699e-16   1.00000000e+00]
16088,K,1,5,2014-06-12,iPhone,0,100,5.08,1,5,0,19,1,[  1.77524336e-13   1.00000000e+00]
16077,W,0,5,2014-04-11,iPhone,0,40,2.5,1,5,0,81,0,[  1.00000000e+00   6.59028107e-25]
16094,W,0,5,2014-05-25,iPhone,0,16.7,2.45,1,4,1,37,0,[  9.99698400e-01   3.01610242e-04]
16076,A,1,4.8,2014-06-28,Android,0,0,2.27,1,5,0,3,1,[  2.92728862e-17   1.00000000e+00]
16097,K,0,4.7,2014-06-30,iPhone,0,73.1,4.7,1,4.8,2,1,1,[  4.34589152e-22   1.00000000e+00]
16085,W,0,4.7,2014-06-28,iPhone,3.4,65.5,2.73,1.02,4.8,2,3,1,[  8.38339085e-20   1.00000000e+00]
16089,W,1,4.8,2014-06-28,iPhone,10.7,55.4,2.37,1.13,5,8,3,1,[  4.45406930e-19   1.00000000e+00]
16088,K,1,5,2014-03-21,Android,0,100,13.22,1,5,0,102,0,[  1.00000000e+00   6.45509292e-35]
16096,K,0,5,2014-03-02,Android,0,0,3.03,1,4,0,121,0,[ 1.  0.]
16096,W,0,5,2014-03-08,iPhone,0,33.3,4.28,1,5,2,115,0,[ 1.  0.]
16079,A,0,5,2014-05-24,Android,9.1,27.3,2.36,1.05,5,0,38,0,[  9.99811232e-01   1.88834383e-04]
16082,W,0,5,2014-03-23,Android,0,0,13.58,1,5,0,100,0,[  1.00000000e+00   1.31285187e-37]
16077,A,0,5,2014-04-17,iPhone,16.7,83.3,4.08,1.08,4,0,75,0,[  1.00000000e+00   9.34780937e-22]
16073,A,0,5,2014-01-04,iPhone,0,0,3.42,1,5,1,178,0,[ 1.  0.]
16094,W,1,5,2014-06-19,iPhone,0,62.5,2.43,1,4.3,4,12,1,[  4.71567382e-15   1.00000000e+00]
16095,K,0,4.8,2014-06-14,iPhone,26.3,73.7,2.56,1.18,4.1,0,17,1,[  8.03079912e-12   1.00000000e+00]
16075,K,0,4.9,2014-06-30,iPhone,3.8,50,2.71,1.02,5,0,1,1,[  9.34418246e-20   1.00000000e+00]
16091,A,0,5,2014-01-25,iPhone,0,80,4.46,1,5,5,157,0,[ 1.  0.]
16082,A,0,3.8,2014-03-13,Android,20,60,2.59,1.25,4.2,3,110,0,[  1.00000000e+00   2.91487737e-38]
16100,A,1,5,2014-06-30,iPhone,0,100,1.35,1,5,0,1,1,[  4.77595561e-24   1.00000000e+00]
16081,A,0,5,2014-01-12,iPhone,0,0,0.66,1,4.3,4,170,0,[ 1.  0.]
16095,W,1,4.7,2014-03-16,iPhone,0,33.3,2.82,1,4.7,0,107,0,[ 1.  0.]
16100,A,0,5,2014-04-27,Android,33.3,33.3,11.97,1.08,3,1,65,0,[  1.00000000e+00   8.94887450e-16]
16093,K,0,5,2014-04-09,iPhone,0,100,13.5,1,5,0,83,0,[  1.00000000e+00   3.47748530e-26]
16085,W,0,5,2014-02-14,Android,0,100,22.06,1,4,1,137,0,[ 1.  0.]
16076,W,1,4.6,2014-06-21,iPhone,0,100,5.5,1,3.8,0,10,1,[  2.51437946e-18   1.00000000e+00]
16097,W,1,5,2014-02-02,iPhone,0,75,0.82,1,5,4,149,0,[ 1.  0.]
16095,A,1,4.5,2014-05-27,iPhone,11.1,77.8,1.62,1.1,4.6,7,35,0,[  9.99880075e-01   1.19951386e-04]
16095,K,1,5,2014-06-29,Android,50,50,1,1.5,5,0,2,1,[  5.36419596e-19   1.00000000e+00]
16100,K,1,4.6,2014-05-16,Android,11.1,55.6,1.7,1.06,5,4,46,0,[  1.00000000e+00   7.88224330e-09]
16074,W,0,5,2014-04-03,Android,0,50,4.34,1,5,0,89,0,[  1.00000000e+00   1.66753406e-28]
16089,K,1,4.8,2014-06-07,iPhone,20,20,4.44,1.2,5,0,24,1,[  1.90806259e-06   9.99998093e-01]
16101,W,0,5,2014-04-14,iPhone,0,0,1.55,1,5,0,78,0,[  1.00000000e+00   3.25127974e-26]
16096,K,1,4.7,2014-06-20,Android,0,100,4.06,1,5,0,11,1,[  3.93802864e-18   1.00000000e+00]
16079,W,1,4.9,2014-06-20,iPhone,0,100,8.25,1,4.9,0,11,1,[  3.04507000e-18   1.00000000e+00]
16098,W,0,4.5,2014-04-30,iPhone,0,70,7.61,1,4.5,7,62,0,[  1.00000000e+00   6.18386925e-17]
16074,W,0,4.6,2014-06-15,iPhone,0,82.4,3.25,1,4.8,1,16,1,[  7.82164454e-14   1.00000000e+00]
16087,A,1,5,2014-03-01,iPhone,0,100,1.09,1,5,0,122,0,[ 1.  0.]
16082,A,0,5,2014-04-03,iPhone,0,100,1.69,1,5,0,89,0,[  1.00000000e+00   1.74670098e-28]
16074,W,0,5,2014-01-05,iPhone,0,0,5.24,1,5,2,177,0,[ 1.  0.]
16092,W,0,5,2014-01-22,Android,0,100,2.34,1,5,1,160,0,[ 1.  0.]
16078,W,1,4.8,2014-06-19,iPhone,11.1,100,3.36,1.14,5,5,12,1,[  1.24797980e-17   1.00000000e+00]
16097,A,0,5,2014-04-12,Android,50,50,5.59,1.25,5,1,80,0,[  1.00000000e+00   2.42372048e-22]
16095,W,1,4.6,2014-06-29,iPhone,11.8,29.4,3.11,1.12,4.1,2,2,1,[  2.11237543e-17   1.00000000e+00]
16097,W,0,4.8,2014-06-09,iPhone,0,100,1.32,1,4.1,3,22,1,[  1.39255371e-10   1.00000000e+00]
16079,W,1,4.9,2014-06-27,iPhone,0,46.7,2.06,1,4.7,6,4,1,[  2.49169279e-18   1.00000000e+00]
16084,A,0,4.8,2014-06-30,iPhone,2,70,3.88,1.01,4.9,5,1,1,[  8.73241507e-22   1.00000000e+00]
16075,K,0,5,2014-02-09,Android,0,0,10.49,1,3,0,142,0,[ 1.  0.]
16087,A,0,5,2014-01-19,iPhone,0,0,13.9,1,5,1,163,0,[ 1.  0.]
16083,A,1,4.7,2014-06-29,iPhone,0,28.6,8.76,1,4.8,0,2,1,[  1.38207818e-17   1.00000000e+00]
16096,A,0,4.6,2014-06-29,iPhone,12.5,50,5.02,1.03,4.9,1,2,1,[  2.74713216e-18   1.00000000e+00]
16091,W,0,5,2014-02-15,Android,0,100,1.17,1,5,1,136,0,[ 1.  0.]
16075,W,0,5,2014-01-05,iPhone,100,0,1.03,2.5,5,1,177,0,[ 1.  0.]
16096,K,1,4.4,2014-06-03,Android,0,100,8.08,1,4.3,0,28,1,[  6.11175725e-04   9.99388814e-01]
16091,W,0,5,2014-06-15,iPhone,0,80,6.1,1,3,2,16,1,[  1.25868473e-13   1.00000000e+00]
16071,W,1,5,2014-03-23,iPhone,0,33.3,3.35,1,2.8,5,100,0,[  1.00000000e+00   4.20592044e-37]
16082,W,0,4.9,2014-04-24,iPhone,0,90,2.54,1,4.7,0,68,0,[  1.00000000e+00   1.68024216e-19]
16089,W,1,4.4,2014-06-28,iPhone,9.1,27.3,4.22,1.07,5,1,3,1,[  7.53061789e-17   1.00000000e+00]
16095,W,1,4.1,2014-06-14,iPhone,0,18.2,3.97,1,4.8,3,17,1,[  1.32932210e-09   1.00000000e+00]
16084,W,0,4.6,2014-06-28,iPhone,0,41.7,2.37,1,4.5,4,3,1,[  4.47261313e-18   1.00000000e+00]
16100,W,0,5,2014-01-30,iPhone,0,100,4.12,1,5,1,152,0,[ 1.  0.]
16071,W,0,4.6,2014-03-30,iPhone,0,50,1.98,1,4.7,3,93,0,[  1.00000000e+00   1.28034175e-31]
16098,W,0,5,2014-01-29,Android,0,100,3.66,1,5,1,153,0,[ 1.  0.]
16093,W,0,5,2014-05-11,Android,0,33.3,3.21,1,5,3,51,0,[  1.00000000e+00   4.93980079e-10]
16081,W,1,4.6,2014-04-22,iPhone,0,75,8.9,1,4.8,4,70,0,[  1.00000000e+00   2.21598616e-20]
16086,A,0,5,2014-01-19,iPhone,0,50,2.07,1,5,2,163,0,[ 1.  0.]
16072,A,1,4.7,2014-06-22,iPhone,22.6,48.4,3.07,1.11,4.8,2,9,1,[  2.21861917e-14   1.00000000e+00]
16071,W,1,4.7,2014-05-30,iPhone,0,19,3.48,1,4.4,3,32,0,[ 0.94961905  0.05038091]
16090,K,0,4.6,2014-03-08,iPhone,8,72,2.48,1.07,4.9,10,115,0,[ 1.  0.]
16080,W,1,4,2014-02-08,iPhone,0,0,11.58,1,5,1,143,0,[ 1.  0.]
16077,A,1,4.6,2014-05-22,iPhone,1.9,100,2.18,1,5,18,40,0,[  9.99999046e-01   9.32130718e-07]
16079,K,0,3,2014-06-30,iPhone,0,0,2.32,1,5,2,1,1,[  7.00349671e-18   1.00000000e+00]
16093,A,1,4.8,2014-04-21,iPhone,10,45,9.56,1.1,4.4,12,71,0,[  1.00000000e+00   2.16638764e-20]
16101,W,0,5,2014-05-29,Android,0,75,2.55,1,5,0,33,0,[ 0.9878583  0.0121417]
16082,W,0,4.8,2014-07-01,iPhone,20,80,4.17,1.05,3.5,1,0,1,[  2.30457628e-21   1.00000000e+00]
16071,A,1,4.7,2014-05-17,iPhone,13.2,34.2,2.77,1.09,3.9,16,45,0,[  1.00000000e+00   3.04298209e-09]
16087,W,1,4.5,2014-06-29,iPhone,31.8,36.4,11.1,1.28,4.8,4,2,1,[  3.43720635e-19   1.00000000e+00]
16074,W,0,4,2014-06-26,iPhone,0,100,6.88,1,5,0,5,1,[  3.33310388e-21   1.00000000e+00]
16101,K,1,5,2014-06-15,iPhone,17.6,41.2,2.31,1.1,5,4,16,1,[  2.42152999e-11   1.00000000e+00]
16091,W,0,5,2014-04-07,iPhone,27.3,90.9,1.5,1.3,4.9,6,85,0,[  1.00000000e+00   7.06672261e-26]
16098,W,1,5,2014-01-29,Android,0,100,4.92,1,2,1,153,0,[ 1.  0.]
16095,A,1,5,2014-05-10,Android,0,50,6.36,1,4.7,1,52,0,[  1.00000000e+00   1.15236660e-10]
16080,A,0,4.9,2014-06-04,iPhone,8.3,95.8,4.79,1.1,5,9,27,1,[  2.25810959e-06   9.99997735e-01]
16097,W,0,5,2014-03-15,iPhone,0,100,1.33,1,4.7,3,108,0,[  1.00000000e+00   6.84693543e-38]
16076,A,1,5,2014-04-17,iPhone,0,100,26.17,1,5,1,75,0,[  1.00000000e+00   5.50345150e-23]
16097,W,1,4.7,2014-06-25,Android,0,71.4,3.55,1,4.9,12,6,1,[  2.17162621e-19   1.00000000e+00]
16087,A,0,5,2014-03-22,iPhone,0,0,3.07,1,5,0,101,0,[ 1.  0.]
16077,W,0,4.7,2014-06-14,iPhone,21.4,46.4,3.69,1.13,4.9,5,17,1,[  3.84835913e-11   1.00000000e+00]
16091,W,0,5,2014-04-09,iPhone,0,100,1.21,1,3,1,83,0,[  1.00000000e+00   1.60681321e-26]
16088,W,0,5,2014-03-14,Android,0,100,12.02,1,5,0,109,0,[  1.00000000e+00   3.01321601e-38]
16087,W,0,4.9,2014-06-29,iPhone,8.3,33.3,4.99,1.03,4.4,3,2,1,[  7.19783370e-18   1.00000000e+00]
16086,W,1,5,2014-01-17,iPhone,0,100,20,1,5,1,165,0,[ 1.  0.]
16101,W,0,4.2,2014-03-27,Android,20,60,1.74,1.35,5,3,96,0,[  1.00000000e+00   3.67416629e-31]
16071,A,1,4.7,2014-06-26,iPhone,9.7,64.5,3.72,1.12,4.9,7,5,1,[  1.08368415e-18   1.00000000e+00]
16094,W,1,5,2014-01-25,Android,0,100,2.62,1,5,2,157,0,[ 1.  0.]
16089,W,1,3,2014-01-20,Android,0,100,22,1,3,1,162,0,[ 1.  0.]
16086,K,0,5,2014-06-29,iPhone,0,0,2.13,1,5,0,2,1,[  1.21322891e-18   1.00000000e+00]
16094,A,1,4.3,2014-05-25,Android,0,25,4.71,1,5,0,37,0,[  9.99784529e-01   2.15445340e-04]
16083,A,0,5,2014-03-28,iPhone,0,100,4.04,1,5,1,95,0,[  1.00000000e+00   2.67610693e-31]
16075,A,1,5,2014-04-25,iPhone,0,100,2.53,1,4.5,0,67,0,[  1.00000000e+00   3.40523194e-19]
16088,W,0,5,2014-06-20,Android,100,100,4.01,1.5,5,0,11,1,[  9.52918485e-17   1.00000000e+00]
16081,W,0,5,2014-03-11,iPhone,0,50,1.71,1,4.3,1,112,0,[ 1.  0.]
16094,K,0,4.8,2014-06-29,iPhone,0,41.7,1.98,1,4.7,2,2,1,[  8.75788227e-19   1.00000000e+00]
16073,A,1,4.7,2014-06-19,iPhone,9.3,82.9,4.28,1.06,4.5,12,12,1,[  8.90653821e-17   1.00000000e+00]
16080,W,1,4.8,2014-06-08,iPhone,20,70,3.49,1.15,4.9,3,23,1,[  2.41849172e-08   1.00000000e+00]
16073,W,1,4.5,2014-06-28,iPhone,4.5,77.3,3.38,1.02,4.8,6,3,1,[  4.95748970e-21   1.00000000e+00]
16098,W,0,5,2014-06-21,iPhone,0,100,2.41,1,5,3,10,1,[  2.90747626e-19   1.00000000e+00]
16088,K,0,4.5,2014-06-29,iPhone,1.9,79.4,1.41,1,3.6,0,2,1,[  2.45993720e-21   1.00000000e+00]
16080,W,0,4.7,2014-06-29,iPhone,6.7,33.3,6.81,1.05,4,5,2,1,[  6.53440507e-18   1.00000000e+00]
16090,W,1,4.7,2014-06-22,iPhone,0,33.3,1.39,1,1,1,9,1,[  3.22042306e-13   1.00000000e+00]
16076,A,1,5,2014-06-28,iPhone,0,50,3.68,1,4,2,3,1,[  8.88389600e-19   1.00000000e+00]
16087,K,0,5,2014-06-16,iPhone,0,95,3.96,1,4,5,15,1,[  4.33327392e-16   1.00000000e+00]
16076,W,1,4.8,2014-06-27,iPhone,0,100,1.16,1,5,4,4,1,[  1.02284412e-22   1.00000000e+00]
16087,W,1,4.7,2014-05-10,iPhone,22.2,66.7,2.46,1.25,4.8,2,52,0,[  1.00000000e+00   1.58533620e-11]
16072,K,1,4.5,2014-06-13,iPhone,15.6,85.9,2.7,1.11,4.8,0,18,1,[  6.36577856e-12   1.00000000e+00]
16096,W,0,4.9,2014-05-16,iPhone,0,50,3.03,1,5,6,46,0,[  1.00000000e+00   1.17031398e-08]
16077,W,0,5,2014-01-09,iPhone,0,100,7.03,1,5,1,173,0,[ 1.  0.]
16082,W,0,5,2014-01-13,Android,0,100,19.9,1,4,1,169,0,[ 1.  0.]
